0.9264,0.734375,0.944976076555024:0.911764705882353:0.944976076555024:0.911764705882353,0.75
0.734375,0.523809524,0.805555555555556:0.794117647058823:0.805555555555556:0.794117647058823,0.636363636
0.944976076555024:0.944976076555024:0.911764705882353:0.911764705882353,0.805555555555556:0.805555555555556:0.794117647058823:0.794117647058823,0.52:0.896644295302013:0.896644295302013:0.458333333333333,0.75
0.75,0.636363636,0.75:0.4:0.75:0.4,0.598802395
