"ID_1","ID_2","HH_ID"
7457280,8392301,4992
7476985,8177035,4992
7476985,9231625,4992
7483359,10539522,4992
7649698,10237228,4992
7654326,10539522,4992
7700412,7948681,4992
7768019,9266954,4992
7829550,7946354,4992
7829550,10634240,4992
7829550,10752069,4992
7853529,10668603,4992
7946354,10981293,4992
7948681,9266954,4992
7966625,8040925,4992
7991359,9231625,4992
8046095,9495678,4992
8219795,9435755,4992
8262934,10801033,4992
8268912,9417183,4992
8392301,8732916,4992
8406816,10573366,4992
8408730,10687931,4992
8419325,8498790,4992
8421156,8859446,4992
8448027,9124414,4992
8553175,9944318,4992
8598739,9114647,4992
8615447,9209793,4992
8676500,10081784,4992
8854255,10668603,4992
9103555,9417183,4992
9103555,9721306,4992
9103555,10180020,4992
9209793,9495678,4992
9239447,10831864,4992
9299458,9435755,4992
9308768,9971699,4992
9383951,9506067,4992
9417183,10274014,4992
9435755,10161938,4992
9479300,9623809,4992
9595602,10539522,4992
9623809,9865024,4992
9632261,10901335,4992
9721023,9748167,4992
9971699,10083359,4992
10083359,10490343,4992
10539522,10725086,4992
10735922,10801033,4992
178966,9181602,5247
1281209,2720474,5827
2720474,10633205,5827
6027499,9286981,5827
6928492,9683226,5827
9258990,10607092,5827
9965347,10818330,5827
6037,1906746,6033
660149,9885192,6033
914082,7979058,6033
914082,10296249,6033
1906028,9444041,6033
4224194,7866759,6033
5486115,5954020,6033
5486115,9554840,6033
5954020,8620341,6033
6704287,9161046,6033
7883630,10296249,6033
8620341,9885192,6033
6070,2637193,6066
6070,8291072,6066
105100,204729,6066
105100,1005608,6066
105100,7651537,6066
152224,4209911,6066
152224,6953935,6066
152224,9564425,6066
204729,3001536,6066
262131,2392682,6066
262131,3097024,6066
300430,10423503,6066
443812,871040,6066
449869,9122162,6066
497022,2741083,6066
543026,3097024,6066
554826,4299094,6066
663917,9564425,6066
702145,1415208,6066
833590,2762210,6066
871040,1028657,6066
871040,6168046,6066
894200,5638060,6066
894200,8470282,6066
919275,5707593,6066
1005608,6600744,6066
1005608,9443142,6066
1005608,9936946,6066
1028657,4034591,6066
1028657,5783131,6066
1028657,6214119,6066
1028657,6609093,6066
1028657,9564425,6066
1031207,1060846,6066
1085050,5622052,6066
1156798,3001536,6066
1156798,3430134,6066
1165199,2115022,6066
1165199,2363361,6066
1212780,5851589,6066
1229184,5707593,6066
1281132,10356332,6066
1314375,4985866,6066
1314375,7927830,6066
1314375,9307584,6066
1357666,6596367,6066
1366286,6557316,6066
1415208,5622052,6066
1519805,3463272,6066
1523570,4505727,6066
1729303,10940680,6066
1835126,5371946,6066
1835126,7779607,6066
1849333,4039880,6066
1849333,6953935,6066
1879295,2464275,6066
1909654,2158216,6066
2052075,3001536,6066
2115022,3798936,6066
2115022,8137383,6066
2139409,5621749,6066
2158216,7254765,6066
2207367,4626365,6066
2296627,4637443,6066
2363361,9564425,6066
2392682,6538321,6066
2392682,9122162,6066
2464275,4417925,6066
2497282,7153799,6066
2730157,3401277,6066
2740576,5286012,6066
2741083,6929816,6066
2741083,10356332,6066
2762210,8137383,6066
2762210,10719252,6066
2778368,7288072,6066
3001536,5690896,6066
3412145,9307584,6066
3419279,7769144,6066
3430134,4984294,6066
3462992,4626365,6066
3463272,6613568,6066
3463272,10940680,6066
3535324,7779607,6066
3535324,8353183,6066
3589676,9122162,6066
3589676,9561922,6066
3693061,4258596,6066
3693061,6254899,6066
3698645,5951331,6066
3698645,8046810,6066
3702887,4626365,6066
3798936,9936946,6066
3798936,9939892,6066
3880883,4984294,6066
3880883,6318625,6066
3880883,10940680,6066
4034591,9561922,6066
4039880,6109971,6066
4120383,9470254,6066
4209911,6600744,6066
4281797,7526166,6066
4299094,5286012,6066
4319542,7380938,6066
4396711,10423503,6066
4504441,4637443,6066
4626365,5123482,6066
4684175,10563910,6066
4901406,5390744,6066
4984294,8651409,6066
5052067,5286012,6066
5086283,7275004,6066
5136076,9001946,6066
5286012,6214119,6066
5424027,8953105,6066
5424027,10860511,6066
5783131,6314280,6066
5851589,8443783,6066
5865893,8605086,6066
5951331,6076993,6066
5951331,7779607,6066
6076993,7623679,6066
6109971,9470254,6066
6214119,10563910,6066
6271306,9353017,6066
6557316,7153799,6066
6592263,7380938,6066
6592263,7389112,6066
6609093,7651537,6066
6929816,7651985,6066
6953935,8470282,6066
6997268,10227568,6066
7094922,7780610,6066
7205930,9564425,6066
7241876,8540962,6066
7288072,8975944,6066
7302170,9353017,6066
7927830,9353017,6066
7927830,10227568,6066
8353183,9492833,6066
9263620,9353017,6066
9353017,10356332,6066
9353017,10719252,6066
10423503,10543456,6066
1452943,9410743,6349
2995316,4080432,7211
2811403,6577127,7572
7869,145055,7861
3870137,10039868,8608
8671,3652425,8663
132696,503491,8663
132696,593841,8663
132696,3100818,8663
132696,10117152,8663
223175,593841,8663
223175,659675,8663
225554,4308205,8663
372625,3100818,8663
524839,9835348,8663
593841,6399691,8663
593841,7165745,8663
600355,3746840,8663
659675,10705399,8663
891581,2858834,8663
967191,10267493,8663
985758,6499590,8663
985758,10661706,8663
1067195,3978819,8663
1067195,8851160,8663
1067195,10661706,8663
1106457,2319319,8663
1148154,6537759,8663
1175866,7891491,8663
1431371,7617298,8663
1436734,9717027,8663
1436734,10702786,8663
1517098,8379469,8663
1517098,9726943,8663
1517098,10117152,8663
1563313,3693634,8663
1563313,5983075,8663
1668497,1976699,8663
1668497,6885144,8663
1671896,7891491,8663
1671896,8521389,8663
1671896,8870559,8663
1671896,10341484,8663
1704146,10134620,8663
1717937,3203998,8663
1717937,8192438,8663
1870597,8851160,8663
1870597,10940787,8663
1968212,4109955,8663
1968212,5947082,8663
1968212,10970102,8663
1970903,9835348,8663
2482882,6910939,8663
2579000,8985680,8663
2694173,4673506,8663
2694173,6350854,8663
2694173,6910939,8663
2776156,10719775,8663
2967721,4101071,8663
2971998,3741842,8663
3031660,8192438,8663
3100818,4316558,8663
3105393,3891829,8663
3370988,9561725,8663
3388897,3908614,8663
3505856,6787241,8663
3741842,4512542,8663
3741842,8785827,8663
3741842,9844259,8663
3746840,9670603,8663
3908614,5232294,8663
3978819,5082664,8663
4045703,6959878,8663
4082113,5082664,8663
4396677,5902376,8663
4466761,9361696,8663
4512542,4830026,8663
4673506,8376714,8663
4695419,5710172,8663
4734377,8192438,8663
4830026,9717027,8663
4905710,6787241,8663
4940985,5545276,8663
4940985,10024501,8663
5082664,7891491,8663
5255985,9303609,8663
5545276,7473499,8663
5603290,5742413,8663
5687971,5735004,8663
5710172,6666610,8663
5710172,6885144,8663
5962229,10445077,8663
5983075,10659767,8663
6264882,8365303,8663
6264882,10342174,8663
6399691,8774471,8663
6438654,7165745,8663
6537759,9303609,8663
6787241,10890376,8663
7473499,8379469,8663
7782004,9844259,8663
7916690,9109136,8663
7916690,9136266,8663
8243412,10890376,8663
8606733,10890376,8663
8870559,9717027,8663
10024501,10659767,8663
10359655,10803430,8663
10702786,10970102,8663
63970,1265055,8973
976697,6999222,8973
1265055,6999222,8973
1645954,2413436,8973
1673124,5961278,8973
1927619,6522394,8973
2089901,6522394,8973
4059965,10969256,8973
5465673,9652848,8973
9301588,9969026,8973
122444,9290367,9025
2055334,3564017,9025
9117,8031052,9106
6556155,10098515,9619
9885,10213511,9873
10332,5753010,10320
169412,1910528,10320
169412,1923755,10320
169412,7330286,10320
169412,10071459,10320
1679409,10580425,10320
1824217,3831743,10320
1923755,10071459,10320
2189475,3219446,10320
2375563,9528367,10320
2491794,8994618,10320
3491346,10159595,10320
3516218,3863253,10320
3607578,6819919,10320
3607578,8410067,10320
3737545,10580425,10320
4082974,10745825,10320
4486453,7542773,10320
7138877,7585589,10320
7150110,10580425,10320
7479000,10867037,10320
7585589,10573775,10320
8598852,9867444,10320
8858354,9867444,10320
10556201,10867037,10320
10502,9323568,10490
32790,9711600,10490
168550,8664791,10490
303301,8061431,10490
536411,696383,10490
596191,3744005,10490
674870,9068336,10490
847442,9938575,10490
852066,7429484,10490
852066,10881759,10490
1164484,5913267,10490
1182672,4261792,10490
1189310,4232026,10490
1189310,9329660,10490
2068188,8579994,10490
2127653,8004723,10490
2403084,9546063,10490
2473968,6872825,10490
2864793,6408607,10490
2864793,7663551,10490
2864793,10423835,10490
3102221,4864672,10490
3102221,5003889,10490
3170289,6316643,10490
3744005,7434239,10490
3953536,8588462,10490
4261792,7019422,10490
4261792,7379491,10490
4628702,8588462,10490
5409974,8210364,10490
5768030,10689599,10490
6408607,8670884,10490
6679903,8334911,10490
6866432,7685937,10490
7264936,9711600,10490
7379491,10689599,10490
7434239,10689599,10490
7663551,9009500,10490
7663551,9711600,10490
7871342,10139984,10490
8210364,9983367,10490
9005235,10713807,10490
9711600,10713807,10490
12157,17220,12142
2555760,5798251,13074
3485401,3681889,13074
3681889,7467383,13074
3681889,9545427,13074
5485342,7844976,13074
5485342,9695142,13074
7609976,10353326,13074
7844976,9545427,13074
9695142,9735128,13074
13332,201123,13310
408701,1865039,14389
4101621,9485875,14542
224226,10282574,15158
317685,5101324,15158
317685,10540460,15158
438519,5272201,15158
438519,7895005,15158
472055,6615273,15158
967162,7895005,15158
1411762,1424678,15158
1611232,6277425,15158
1611232,7833831,15158
1753562,2038845,15158
1904837,8730511,15158
1904837,10029210,15158
2082534,9496384,15158
2462186,4241641,15158
3197560,3514451,15158
3306155,6540245,15158
3593035,5101324,15158
3627978,7422238,15158
3739449,6773622,15158
4491071,5385166,15158
4491071,8671381,15158
5272201,9093887,15158
5340092,10112057,15158
6108296,8087901,15158
6235143,9708089,15158
6277425,9708089,15158
6459346,10391374,15158
6483946,8087901,15158
7184392,7857726,15158
7852783,8211710,15158
7963192,10016021,15158
9135322,9546611,15158
9177606,10391374,15158
4623848,10754220,15441
1244991,8777336,16271
5240981,10113853,16594
17145,2536093,17108
17145,7756654,17108
17145,8074998,17108
17145,10054196,17108
52669,471596,17108
52669,2802165,17108
99953,1495290,17108
99953,2802165,17108
99953,3853016,17108
126503,5756622,17108
126503,8190946,17108
142419,7081034,17108
142419,8190567,17108
176315,1559961,17108
176315,2666058,17108
176315,2803101,17108
176315,3703309,17108
176315,10495028,17108
176315,10911591,17108
212452,10986605,17108
237447,531059,17108
237447,5344106,17108
237447,7885196,17108
237447,9909078,17108
239885,2036677,17108
239885,4877361,17108
247884,3463199,17108
247884,4431895,17108
247884,4916842,17108
247884,10606495,17108
255256,425963,17108
255256,7101425,17108
259389,9537851,17108
259389,9635074,17108
259445,5573565,17108
259445,5868777,17108
260570,1847541,17108
260570,8480968,17108
260570,9918568,17108
311547,1713687,17108
311547,2408157,17108
380862,9441934,17108
380862,9965240,17108
408502,2050939,17108
408502,7092063,17108
408502,9692937,17108
408502,9735168,17108
419296,2626342,17108
419296,7988611,17108
425963,2802165,17108
425963,5431816,17108
471596,10803345,17108
491786,2595417,17108
493437,8664712,17108
493437,10054957,17108
527607,10758700,17108
531059,9344916,17108
574268,4729972,17108
576731,7654511,17108
592663,5022171,17108
592663,6909122,17108
697380,1731714,17108
697380,3388918,17108
697380,3608245,17108
744237,7885196,17108
744237,7962298,17108
767255,7618038,17108
794465,9258050,17108
834905,3878885,17108
834905,9257054,17108
865062,5884690,17108
865062,8137176,17108
865062,8664712,17108
865062,10044432,17108
869248,5819068,17108
869248,9094213,17108
949076,1783557,17108
949076,3361491,17108
949076,4409593,17108
949076,4431895,17108
949076,8664712,17108
994714,2408157,17108
994714,9086939,17108
1063778,1425765,17108
1071989,4163617,17108
1071989,6861540,17108
1071989,8672519,17108
1089355,2130056,17108
1089355,3463199,17108
1089355,9094089,17108
1159616,1550933,17108
1159616,3776160,17108
1159616,4957483,17108
1195764,4946675,17108
1195764,8950740,17108
1195764,10533196,17108
1200615,9574500,17108
1204519,4916842,17108
1204519,7169533,17108
1204519,9406840,17108
1204519,9417974,17108
1204519,9571315,17108
1204519,9817154,17108
1204519,10495028,17108
1206333,2096618,17108
1206333,3017670,17108
1206333,3752147,17108
1308814,2299710,17108
1308814,6092534,17108
1308814,6814910,17108
1318786,3499843,17108
1318786,3684397,17108
1318786,8180197,17108
1318786,8246623,17108
1318786,10018318,17108
1318786,10315651,17108
1340520,1559961,17108
1340520,4145368,17108
1340520,4767471,17108
1355996,3441347,17108
1355996,5358853,17108
1355996,9965240,17108
1369521,2802165,17108
1369521,5610803,17108
1369521,8950740,17108
1369521,10835781,17108
1382137,1731714,17108
1382137,2130056,17108
1382137,3136503,17108
1425765,3092643,17108
1425765,7571695,17108
1425765,8556859,17108
1425765,9651577,17108
1455791,8972614,17108
1455791,10365904,17108
1480007,1578119,17108
1495290,3163809,17108
1495290,9090492,17108
1495290,9582492,17108
1550933,8873612,17108
1550933,9173072,17108
1559961,7114006,17108
1559961,9909078,17108
1563866,5950889,17108
1578119,3261370,17108
1578119,3608245,17108
1587952,1770477,17108
1587952,7205158,17108
1587952,10044432,17108
1590112,2606694,17108
1590112,3066953,17108
1590112,6007136,17108
1590112,6909122,17108
1590112,10835781,17108
1612415,4564176,17108
1612415,9257054,17108
1612415,10737756,17108
1622781,2606694,17108
1622781,7442083,17108
1662529,4156310,17108
1662529,9552848,17108
1662529,10365904,17108
1668879,2895073,17108
1668879,9831769,17108
1675708,5651590,17108
1677522,5345433,17108
1677522,8190567,17108
1677522,8618675,17108
1713687,2501754,17108
1713687,5387198,17108
1713816,2096618,17108
1713816,6331366,17108
1713816,9371923,17108
1722515,7636539,17108
1722515,10433377,17108
1727818,1731714,17108
1727818,3684397,17108
1727818,4156310,17108
1727818,5022171,17108
1727818,6861871,17108
1727818,7756654,17108
1731714,4163617,17108
1731714,7979317,17108
1736842,2841005,17108
1745647,5089574,17108
1745647,7784031,17108
1745647,7872770,17108
1745647,10307370,17108
1770477,1847541,17108
1770477,2895073,17108
1770477,4751084,17108
1783557,2895073,17108
1783557,5610803,17108
1793566,4819644,17108
1793566,6548446,17108
1798299,10376398,17108
1847541,5573565,17108
1847541,6040569,17108
1847541,6083130,17108
1920300,6814910,17108
1923569,10365904,17108
1955228,3163809,17108
1955228,6799395,17108
1958112,2281201,17108
1958112,6219121,17108
1980948,9825263,17108
1980948,10606495,17108
2026858,3015650,17108
2026858,8480968,17108
2026858,10938139,17108
2036677,8618675,17108
2050939,2629690,17108
2050939,3164336,17108
2050939,10745432,17108
2061649,10168376,17108
2096618,5438351,17108
2096618,10745432,17108
2130056,3752147,17108
2177278,2497480,17108
2177278,7001266,17108
2233389,8618675,17108
2233389,9574500,17108
2248756,2666058,17108
2248756,2802165,17108
2281201,6055980,17108
2285611,2544260,17108
2285611,2626342,17108
2285611,6365559,17108
2294067,3092643,17108
2294067,3386410,17108
2294067,9161834,17108
2294294,3361491,17108
2294294,4139889,17108
2294294,6360936,17108
2294294,7277797,17108
2294294,7654511,17108
2294294,10388920,17108
2301279,3472696,17108
2301279,8263348,17108
2301279,8577504,17108
2301279,9161834,17108
2332423,3713445,17108
2332423,10835781,17108
2361695,9406840,17108
2408157,2978456,17108
2408157,3853016,17108
2408157,7255861,17108
2429652,7296225,17108
2429652,8074998,17108
2445938,5884690,17108
2445938,7169533,17108
2445938,9651577,17108
2455659,2683377,17108
2497480,3386756,17108
2497480,4653209,17108
2497480,4825934,17108
2497480,5022171,17108
2497480,5466071,17108
2501754,5345433,17108
2501754,6401569,17108
2501754,8000090,17108
2522265,3163809,17108
2522265,3801688,17108
2536093,3703309,17108
2536093,7689173,17108
2536093,8672519,17108
2536093,10758700,17108
2583726,4740505,17108
2583726,6501933,17108
2583726,10177143,17108
2583726,10745432,17108
2606694,2895073,17108
2606694,9036751,17108
2626342,9651577,17108
2629690,2719061,17108
2629690,4184973,17108
2629690,6594832,17108
2629690,7636539,17108
2664605,3739520,17108
2666058,6260345,17108
2683377,8074998,17108
2683377,10642574,17108
2701204,5199774,17108
2701204,7277797,17108
2701204,9441934,17108
2701204,10913825,17108
2708278,6049936,17108
2719061,7872770,17108
2734558,6909122,17108
2734558,7654511,17108
2734558,10898554,17108
2742025,6685309,17108
2776917,4877361,17108
2776917,6861540,17108
2803101,3878885,17108
2803101,7195496,17108
2895073,6867616,17108
2923894,3331368,17108
3015650,7798530,17108
3015650,10340246,17108
3017670,9436692,17108
3066953,5478883,17108
3092643,5234019,17108
3094395,5369281,17108
3094395,9161834,17108
3094395,10004028,17108
3122180,7101425,17108
3122180,7872770,17108
3122180,9344916,17108
3163809,10640953,17108
3189852,5908022,17108
3189852,6831432,17108
3189852,9378544,17108
3189852,9995999,17108
3189852,10259367,17108
3213423,3762540,17108
3213423,10209802,17108
3214157,5756605,17108
3214157,7988611,17108
3214157,9817154,17108
3217721,5011603,17108
3221624,10081034,17108
3221624,10223431,17108
3261370,3530829,17108
3261370,7872770,17108
3261370,9018181,17108
3261370,10660220,17108
3292847,5096757,17108
3292847,7262578,17108
3331368,4957483,17108
3331368,5110750,17108
3331368,7101425,17108
3386410,3509261,17108
3386410,3878885,17108
3386410,7689173,17108
3386756,3608245,17108
3386756,10913825,17108
3388918,3430119,17108
3388918,10835781,17108
3415745,10660220,17108
3430119,5756605,17108
3430119,5756622,17108
3430119,8577504,17108
3441347,4145368,17108
3441347,4946675,17108
3441347,7689173,17108
3469460,10218062,17108
3499843,5331748,17108
3499843,7325034,17108
3499843,7988611,17108
3499843,10745432,17108
3509261,5369281,17108
3509261,9995999,17108
3530829,7858953,17108
3530829,10835781,17108
3598855,4139889,17108
3598855,9094089,17108
3608245,7203933,17108
3608245,8805463,17108
3684397,4398514,17108
3684397,9693586,17108
3691693,9018181,17108
3695662,4431895,17108
3695662,5420588,17108
3699371,6947426,17108
3703309,4946675,17108
3713445,8957579,17108
3739520,5011603,17108
3746882,10044432,17108
3746882,10560601,17108
3746882,10749973,17108
3752147,8950740,17108
3762540,5331748,17108
3776160,5199774,17108
3776160,10218062,17108
3801688,8030513,17108
3803791,8036814,17108
3803791,10340246,17108
4044864,5331748,17108
4079031,10104808,17108
4139889,6083130,17108
4139889,10388920,17108
4144280,6365559,17108
4144280,10803345,17108
4145368,7739789,17108
4156310,5419651,17108
4163617,4398514,17108
4163617,5323730,17108
4163617,5908022,17108
4398514,5026116,17108
4398514,6867616,17108
4398514,7760483,17108
4422857,6976520,17108
4431895,8618675,17108
4474347,4796154,17108
4474347,8556859,17108
4550822,6055980,17108
4550822,6365559,17108
4564176,6670980,17108
4564176,10018318,17108
4569435,5419651,17108
4569435,8158944,17108
4569435,8282450,17108
4653209,8641618,17108
4653209,9344916,17108
4653209,10533196,17108
4675097,6007136,17108
4675097,9281122,17108
4729972,9371923,17108
4740505,7495974,17108
4751084,8263348,17108
