4.90E-06,	6.29E-07,	6.70E-07,	2.37E-07
6.29E-07,	1.20E-05,	1.09E-06,	1.91E-07
6.70E-07,	1.09E-06,	2.25E-06,	6.53E-07
2.37E-07,	1.91E-07,	6.53E-07,	7.51E-07
