exp_name;id;pop_state_infected;pop_state_symptomatic;pop_state_asymptomatic;household_state_infected;household_state_symptomatic;household_state_asymptomatic;seed
test_01;1;0;0;0;0.05;0.1;0.05;2858
test_01;2;0;0;0;0.05;0.1;0.05;1126
test_01;3;0;0;0;0.05;0.1;0.05;3634
test_01;4;0;0;0;0.05;0.1;0.05;8919
test_01;5;0;0;0;0.05;0.1;0.05;2832
test_01;6;0;0;0;0.05;0.1;0.05;7368
test_01;7;0;0;0;0.05;0.1;0.05;9937
test_01;8;0;0;0;0.05;0.1;0.05;686
test_01;9;0;0;0;0.05;0.1;0.05;727
test_01;10;0;0;0;0.05;0.1;0.05;6709
test_01;101;0;0;0;0.05;0.1;0.05;3631
test_01;102;0;0;0;0.05;0.1;0.05;2741
test_01;103;0;0;0;0.05;0.1;0.05;6165
test_01;104;0;0;0;0.05;0.1;0.05;9290
test_01;105;0;0;0;0.05;0.1;0.05;461
test_01;106;0;0;0;0.05;0.1;0.05;606
test_01;107;0;0;0;0.05;0.1;0.05;362
test_01;108;0;0;0;0.05;0.1;0.05;4389
test_01;109;0;0;0;0.05;0.1;0.05;9842
test_01;110;0;0;0;0.05;0.1;0.05;1974
test_01;201;0;0;0;0.05;0.1;0.05;1600
test_01;202;0;0;0;0.05;0.1;0.05;9062
test_01;203;0;0;0;0.05;0.1;0.05;1074
test_01;204;0;0;0;0.05;0.1;0.05;1577
test_01;205;0;0;0;0.05;0.1;0.05;1405
test_01;206;0;0;0;0.05;0.1;0.05;5459
test_01;207;0;0;0;0.05;0.1;0.05;9572
test_01;208;0;0;0;0.05;0.1;0.05;9537
test_01;209;0;0;0;0.05;0.1;0.05;1807
test_01;210;0;0;0;0.05;0.1;0.05;5805
test_01;301;0;0;0;0.05;0.1;0.05;4470
test_01;302;0;0;0;0.05;0.1;0.05;6269
test_01;303;0;0;0;0.05;0.1;0.05;9355
test_01;304;0;0;0;0.05;0.1;0.05;674
test_01;305;0;0;0;0.05;0.1;0.05;5401
test_01;306;0;0;0;0.05;0.1;0.05;1355
test_01;307;0;0;0;0.05;0.1;0.05;7745
test_01;308;0;0;0;0.05;0.1;0.05;4872
test_01;309;0;0;0;0.05;0.1;0.05;8002
test_01;310;0;0;0;0.05;0.1;0.05;9781
test_01;401;0;0;0;0.05;0.1;0.05;3036
test_01;402;0;0;0;0.05;0.1;0.05;2676
test_01;403;0;0;0;0.05;0.1;0.05;3062
test_01;404;0;0;0;0.05;0.1;0.05;8129
test_01;405;0;0;0;0.05;0.1;0.05;9981
test_01;406;0;0;0;0.05;0.1;0.05;8622
test_01;407;0;0;0;0.05;0.1;0.05;8369
test_01;408;0;0;0;0.05;0.1;0.05;9347
test_01;409;0;0;0;0.05;0.1;0.05;7663
test_01;410;0;0;0;0.05;0.1;0.05;6894
test_01;501;0;0;0;0.05;0.1;0.05;3462
test_01;502;0;0;0;0.05;0.1;0.05;5362
test_01;503;0;0;0;0.05;0.1;0.05;6252
test_01;504;0;0;0;0.05;0.1;0.05;5988
test_01;505;0;0;0;0.05;0.1;0.05;6830
test_01;506;0;0;0;0.05;0.1;0.05;4998
test_01;507;0;0;0;0.05;0.1;0.05;1727
test_01;508;0;0;0;0.05;0.1;0.05;439
test_01;509;0;0;0;0.05;0.1;0.05;5402
test_01;510;0;0;0;0.05;0.1;0.05;8671
test_01;601;0;0;0;0.05;0.1;0.05;8350
test_01;602;0;0;0;0.05;0.1;0.05;9290
test_01;603;0;0;0;0.05;0.1;0.05;804
test_01;604;0;0;0;0.05;0.1;0.05;3396
test_01;605;0;0;0;0.05;0.1;0.05;9642
test_01;606;0;0;0;0.05;0.1;0.05;6192
test_01;607;0;0;0;0.05;0.1;0.05;2501
test_01;608;0;0;0;0.05;0.1;0.05;6716
test_01;609;0;0;0;0.05;0.1;0.05;1398
test_01;610;0;0;0;0.05;0.1;0.05;283
test_01;701;0;0;0;0.05;0.1;0.05;6420
test_01;702;0;0;0;0.05;0.1;0.05;1596
test_01;703;0;0;0;0.05;0.1;0.05;8316
test_01;704;0;0;0;0.05;0.1;0.05;2453
test_01;705;0;0;0;0.05;0.1;0.05;8181
test_01;706;0;0;0;0.05;0.1;0.05;6408
test_01;707;0;0;0;0.05;0.1;0.05;4739
test_01;708;0;0;0;0.05;0.1;0.05;4560
test_01;709;0;0;0;0.05;0.1;0.05;6615
test_01;710;0;0;0;0.05;0.1;0.05;7333
test_01;801;0;0;0;0.05;0.1;0.05;1630
test_01;802;0;0;0;0.05;0.1;0.05;6453
test_01;803;0;0;0;0.05;0.1;0.05;9503
test_01;804;0;0;0;0.05;0.1;0.05;3377
test_01;805;0;0;0;0.05;0.1;0.05;7330
test_01;806;0;0;0;0.05;0.1;0.05;9619
test_01;807;0;0;0;0.05;0.1;0.05;1338
test_01;808;0;0;0;0.05;0.1;0.05;9582
test_01;809;0;0;0;0.05;0.1;0.05;1129
test_01;810;0;0;0;0.05;0.1;0.05;7798
test_01;901;0;0;0;0.05;0.1;0.05;5024
test_01;902;0;0;0;0.05;0.1;0.05;4363
test_01;903;0;0;0;0.05;0.1;0.05;9659
test_01;904;0;0;0;0.05;0.1;0.05;9718
test_01;905;0;0;0;0.05;0.1;0.05;4798
test_01;906;0;0;0;0.05;0.1;0.05;5139
test_01;907;0;0;0;0.05;0.1;0.05;3021
test_01;908;0;0;0;0.05;0.1;0.05;3224
test_01;909;0;0;0;0.05;0.1;0.05;3632
test_01;910;0;0;0;0.05;0.1;0.05;6470
test_02;11;0;0;0;0.075;0.15;0.075;6123
test_02;12;0;0;0;0.075;0.15;0.075;1766
test_02;13;0;0;0;0.075;0.15;0.075;6781
test_02;14;0;0;0;0.075;0.15;0.075;7042
test_02;15;0;0;0;0.075;0.15;0.075;6490
test_02;16;0;0;0;0.075;0.15;0.075;5119
test_02;17;0;0;0;0.075;0.15;0.075;9264
test_02;18;0;0;0;0.075;0.15;0.075;3989
test_02;19;0;0;0;0.075;0.15;0.075;8535
test_02;20;0;0;0;0.075;0.15;0.075;4872
test_02;111;0;0;0;0.075;0.15;0.075;9838
test_02;112;0;0;0;0.075;0.15;0.075;4161
test_02;113;0;0;0;0.075;0.15;0.075;7936
test_02;114;0;0;0;0.075;0.15;0.075;8113
test_02;115;0;0;0;0.075;0.15;0.075;4061
test_02;116;0;0;0;0.075;0.15;0.075;3326
test_02;117;0;0;0;0.075;0.15;0.075;545
test_02;118;0;0;0;0.075;0.15;0.075;111
test_02;119;0;0;0;0.075;0.15;0.075;5519
test_02;120;0;0;0;0.075;0.15;0.075;6216
test_02;211;0;0;0;0.075;0.15;0.075;1904
test_02;212;0;0;0;0.075;0.15;0.075;5723
test_02;213;0;0;0;0.075;0.15;0.075;3142
test_02;214;0;0;0;0.075;0.15;0.075;6848
test_02;215;0;0;0;0.075;0.15;0.075;2262
test_02;216;0;0;0;0.075;0.15;0.075;4043
test_02;217;0;0;0;0.075;0.15;0.075;9809
test_02;218;0;0;0;0.075;0.15;0.075;3356
test_02;219;0;0;0;0.075;0.15;0.075;3549
test_02;220;0;0;0;0.075;0.15;0.075;2636
test_02;311;0;0;0;0.075;0.15;0.075;525
test_02;312;0;0;0;0.075;0.15;0.075;7186
test_02;313;0;0;0;0.075;0.15;0.075;9809
test_02;314;0;0;0;0.075;0.15;0.075;5377
test_02;315;0;0;0;0.075;0.15;0.075;3635
test_02;316;0;0;0;0.075;0.15;0.075;1958
test_02;317;0;0;0;0.075;0.15;0.075;9276
test_02;318;0;0;0;0.075;0.15;0.075;6164
test_02;319;0;0;0;0.075;0.15;0.075;63
test_02;320;0;0;0;0.075;0.15;0.075;2974
test_02;411;0;0;0;0.075;0.15;0.075;9892
test_02;412;0;0;0;0.075;0.15;0.075;1047
test_02;413;0;0;0;0.075;0.15;0.075;8933
test_02;414;0;0;0;0.075;0.15;0.075;8821
test_02;415;0;0;0;0.075;0.15;0.075;8363
test_02;416;0;0;0;0.075;0.15;0.075;5650
test_02;417;0;0;0;0.075;0.15;0.075;82
test_02;418;0;0;0;0.075;0.15;0.075;9826
test_02;419;0;0;0;0.075;0.15;0.075;9396
test_02;420;0;0;0;0.075;0.15;0.075;4559
test_02;511;0;0;0;0.075;0.15;0.075;5881
test_02;512;0;0;0;0.075;0.15;0.075;9826
test_02;513;0;0;0;0.075;0.15;0.075;2414
test_02;514;0;0;0;0.075;0.15;0.075;7329
test_02;515;0;0;0;0.075;0.15;0.075;7020
test_02;516;0;0;0;0.075;0.15;0.075;8988
test_02;517;0;0;0;0.075;0.15;0.075;4187
test_02;518;0;0;0;0.075;0.15;0.075;6220
test_02;519;0;0;0;0.075;0.15;0.075;8091
test_02;520;0;0;0;0.075;0.15;0.075;105
test_02;611;0;0;0;0.075;0.15;0.075;9474
test_02;612;0;0;0;0.075;0.15;0.075;1103
test_02;613;0;0;0;0.075;0.15;0.075;7599
test_02;614;0;0;0;0.075;0.15;0.075;5319
test_02;615;0;0;0;0.075;0.15;0.075;4124
test_02;616;0;0;0;0.075;0.15;0.075;4440
test_02;617;0;0;0;0.075;0.15;0.075;9912
test_02;618;0;0;0;0.075;0.15;0.075;1259
test_02;619;0;0;0;0.075;0.15;0.075;4079
test_02;620;0;0;0;0.075;0.15;0.075;9719
test_02;711;0;0;0;0.075;0.15;0.075;3158
test_02;712;0;0;0;0.075;0.15;0.075;2384
test_02;713;0;0;0;0.075;0.15;0.075;713
test_02;714;0;0;0;0.075;0.15;0.075;4698
test_02;715;0;0;0;0.075;0.15;0.075;9353
test_02;716;0;0;0;0.075;0.15;0.075;3961
test_02;717;0;0;0;0.075;0.15;0.075;1722
test_02;718;0;0;0;0.075;0.15;0.075;3892
test_02;719;0;0;0;0.075;0.15;0.075;8019
test_02;720;0;0;0;0.075;0.15;0.075;2554
test_02;811;0;0;0;0.075;0.15;0.075;1539
test_02;812;0;0;0;0.075;0.15;0.075;2567
test_02;813;0;0;0;0.075;0.15;0.075;5628
test_02;814;0;0;0;0.075;0.15;0.075;5042
test_02;815;0;0;0;0.075;0.15;0.075;8240
