exp_name,id,pop_state_infected,pop_state_symptomatic,pop_state_asymptomatic,household_state_infected,household_state_symptomatic,household_state_asymptomatic,seed,delta,delta_nursing_home
sim35,862,0.011,0.022,0.011,0.05,0.1,0.05,7410,10,5
sim35,863,0.011,0.022,0.011,0.05,0.1,0.05,5138,10,5
sim35,864,0.011,0.022,0.011,0.05,0.1,0.05,7238,10,5
sim35,865,0.011,0.022,0.011,0.05,0.1,0.05,6726,10,5
sim35,866,0.011,0.022,0.011,0.05,0.1,0.05,2480,10,5
sim35,867,0.011,0.022,0.011,0.05,0.1,0.05,5228,10,5
sim35,868,0.011,0.022,0.011,0.05,0.1,0.05,3617,10,5
sim35,869,0.011,0.022,0.011,0.05,0.1,0.05,3656,10,5
sim35,870,0.011,0.022,0.011,0.05,0.1,0.05,8024,10,5
sim36,871,0.011,0.022,0.011,0.05,0.1,0.05,8086,10,2
sim36,872,0.011,0.022,0.011,0.05,0.1,0.05,3620,10,2
sim36,873,0.011,0.022,0.011,0.05,0.1,0.05,2981,10,2
sim36,874,0.011,0.022,0.011,0.05,0.1,0.05,1472,10,2
sim36,875,0.011,0.022,0.011,0.05,0.1,0.05,650,10,2
sim36,876,0.011,0.022,0.011,0.05,0.1,0.05,5976,10,2
sim36,877,0.011,0.022,0.011,0.05,0.1,0.05,6074,10,2
sim36,878,0.011,0.022,0.011,0.05,0.1,0.05,2249,10,2
sim36,879,0.011,0.022,0.011,0.05,0.1,0.05,1648,10,2
sim36,880,0.011,0.022,0.011,0.05,0.1,0.05,1563,10,2
sim36,881,0.011,0.022,0.011,0.05,0.1,0.05,6427,10,2
sim36,882,0.011,0.022,0.011,0.05,0.1,0.05,9556,10,2
sim36,883,0.011,0.022,0.011,0.05,0.1,0.05,5561,10,2
sim36,884,0.011,0.022,0.011,0.05,0.1,0.05,2012,10,2
sim36,885,0.011,0.022,0.011,0.05,0.1,0.05,1332,10,2
sim36,886,0.011,0.022,0.011,0.05,0.1,0.05,4133,10,2
sim36,887,0.011,0.022,0.011,0.05,0.1,0.05,7309,10,2
sim36,888,0.011,0.022,0.011,0.05,0.1,0.05,5357,10,2
sim36,889,0.011,0.022,0.011,0.05,0.1,0.05,3774,10,2
sim36,890,0.011,0.022,0.011,0.05,0.1,0.05,1,10,2
sim36,891,0.011,0.022,0.011,0.05,0.1,0.05,6682,10,2
sim36,892,0.011,0.022,0.011,0.05,0.1,0.05,2890,10,2
sim36,893,0.011,0.022,0.011,0.05,0.1,0.05,1594,10,2
sim36,894,0.011,0.022,0.011,0.05,0.1,0.05,785,10,2
sim36,895,0.011,0.022,0.011,0.05,0.1,0.05,5776,10,2
sim36,896,0.011,0.022,0.011,0.05,0.1,0.05,4180,10,2
sim36,897,0.011,0.022,0.011,0.05,0.1,0.05,831,10,2
sim36,898,0.011,0.022,0.011,0.05,0.1,0.05,8068,10,2
sim36,899,0.011,0.022,0.011,0.05,0.1,0.05,4050,10,2
sim36,900,0.011,0.022,0.011,0.05,0.1,0.05,9613,10,2
sim4,901,0.008,0.016,0.008,0.0375,0.075,0.0375,2263,10,10
sim4,902,0.008,0.016,0.008,0.0375,0.075,0.0375,4632,10,10
sim4,903,0.008,0.016,0.008,0.0375,0.075,0.0375,8694,10,10
sim4,904,0.008,0.016,0.008,0.0375,0.075,0.0375,2176,10,10
sim4,905,0.008,0.016,0.008,0.0375,0.075,0.0375,2661,10,10
sim4,906,0.008,0.016,0.008,0.0375,0.075,0.0375,5890,10,10
sim4,907,0.008,0.016,0.008,0.0375,0.075,0.0375,2190,10,10
sim4,908,0.008,0.016,0.008,0.0375,0.075,0.0375,8722,10,10
sim4,909,0.008,0.016,0.008,0.0375,0.075,0.0375,2243,10,10
sim4,910,0.008,0.016,0.008,0.0375,0.075,0.0375,8020,10,10
sim4,911,0.008,0.016,0.008,0.0375,0.075,0.0375,8143,10,10
sim4,912,0.008,0.016,0.008,0.0375,0.075,0.0375,5973,10,10
sim4,913,0.008,0.016,0.008,0.0375,0.075,0.0375,1459,10,10
sim4,914,0.008,0.016,0.008,0.0375,0.075,0.0375,5406,10,10
sim4,915,0.008,0.016,0.008,0.0375,0.075,0.0375,1904,10,10
sim4,916,0.008,0.016,0.008,0.0375,0.075,0.0375,9668,10,10
sim4,917,0.008,0.016,0.008,0.0375,0.075,0.0375,4262,10,10
sim4,918,0.008,0.016,0.008,0.0375,0.075,0.0375,784,10,10
sim4,919,0.008,0.016,0.008,0.0375,0.075,0.0375,8953,10,10
sim4,920,0.008,0.016,0.008,0.0375,0.075,0.0375,2896,10,10
sim4,921,0.008,0.016,0.008,0.0375,0.075,0.0375,8569,10,10
sim4,922,0.008,0.016,0.008,0.0375,0.075,0.0375,3697,10,10
sim4,923,0.008,0.016,0.008,0.0375,0.075,0.0375,7639,10,10
sim4,924,0.008,0.016,0.008,0.0375,0.075,0.0375,8116,10,10
sim4,925,0.008,0.016,0.008,0.0375,0.075,0.0375,9741,10,10
sim4,926,0.008,0.016,0.008,0.0375,0.075,0.0375,1024,10,10
sim4,927,0.008,0.016,0.008,0.0375,0.075,0.0375,3514,10,10
sim4,928,0.008,0.016,0.008,0.0375,0.075,0.0375,3759,10,10
sim4,929,0.008,0.016,0.008,0.0375,0.075,0.0375,9932,10,10
sim4,930,0.008,0.016,0.008,0.0375,0.075,0.0375,7724,10,10
sim5,931,0.008,0.016,0.008,0.0375,0.075,0.0375,4656,10,5
sim5,932,0.008,0.016,0.008,0.0375,0.075,0.0375,8590,10,5
sim5,933,0.008,0.016,0.008,0.0375,0.075,0.0375,8377,10,5
sim5,934,0.008,0.016,0.008,0.0375,0.075,0.0375,8349,10,5
sim5,935,0.008,0.016,0.008,0.0375,0.075,0.0375,6366,10,5
sim5,936,0.008,0.016,0.008,0.0375,0.075,0.0375,5752,10,5
sim5,937,0.008,0.016,0.008,0.0375,0.075,0.0375,9466,10,5
sim5,938,0.008,0.016,0.008,0.0375,0.075,0.0375,1688,10,5
sim5,939,0.008,0.016,0.008,0.0375,0.075,0.0375,1000,10,5
sim5,940,0.008,0.016,0.008,0.0375,0.075,0.0375,8836,10,5
sim5,941,0.008,0.016,0.008,0.0375,0.075,0.0375,1482,10,5
sim5,942,0.008,0.016,0.008,0.0375,0.075,0.0375,6797,10,5
sim5,943,0.008,0.016,0.008,0.0375,0.075,0.0375,4773,10,5
sim5,944,0.008,0.016,0.008,0.0375,0.075,0.0375,1237,10,5
sim5,945,0.008,0.016,0.008,0.0375,0.075,0.0375,4684,10,5
sim5,946,0.008,0.016,0.008,0.0375,0.075,0.0375,9219,10,5
sim5,947,0.008,0.016,0.008,0.0375,0.075,0.0375,7423,10,5
sim5,948,0.008,0.016,0.008,0.0375,0.075,0.0375,9169,10,5
sim5,949,0.008,0.016,0.008,0.0375,0.075,0.0375,1235,10,5
sim5,950,0.008,0.016,0.008,0.0375,0.075,0.0375,1502,10,5
sim5,951,0.008,0.016,0.008,0.0375,0.075,0.0375,2554,10,5
sim5,952,0.008,0.016,0.008,0.0375,0.075,0.0375,829,10,5
sim5,953,0.008,0.016,0.008,0.0375,0.075,0.0375,8969,10,5
sim5,954,0.008,0.016,0.008,0.0375,0.075,0.0375,2131,10,5
sim5,955,0.008,0.016,0.008,0.0375,0.075,0.0375,5301,10,5
sim5,956,0.008,0.016,0.008,0.0375,0.075,0.0375,5224,10,5
sim5,957,0.008,0.016,0.008,0.0375,0.075,0.0375,5219,10,5
sim5,958,0.008,0.016,0.008,0.0375,0.075,0.0375,4651,10,5
sim5,959,0.008,0.016,0.008,0.0375,0.075,0.0375,7259,10,5
sim5,960,0.008,0.016,0.008,0.0375,0.075,0.0375,7012,10,5
sim6,961,0.008,0.016,0.008,0.0375,0.075,0.0375,1392,10,2
sim6,962,0.008,0.016,0.008,0.0375,0.075,0.0375,979,10,2
sim6,963,0.008,0.016,0.008,0.0375,0.075,0.0375,5821,10,2
sim6,964,0.008,0.016,0.008,0.0375,0.075,0.0375,1374,10,2
sim6,965,0.008,0.016,0.008,0.0375,0.075,0.0375,7382,10,2
sim6,966,0.008,0.016,0.008,0.0375,0.075,0.0375,81,10,2
sim6,967,0.008,0.016,0.008,0.0375,0.075,0.0375,1977,10,2
sim6,968,0.008,0.016,0.008,0.0375,0.075,0.0375,6214,10,2
sim6,969,0.008,0.016,0.008,0.0375,0.075,0.0375,9050,10,2
sim6,970,0.008,0.016,0.008,0.0375,0.075,0.0375,888,10,2
sim6,971,0.008,0.016,0.008,0.0375,0.075,0.0375,8820,10,2
sim6,972,0.008,0.016,0.008,0.0375,0.075,0.0375,8304,10,2
sim6,973,0.008,0.016,0.008,0.0375,0.075,0.0375,7413,10,2
sim6,974,0.008,0.016,0.008,0.0375,0.075,0.0375,6803,10,2
sim6,975,0.008,0.016,0.008,0.0375,0.075,0.0375,4495,10,2
sim6,976,0.008,0.016,0.008,0.0375,0.075,0.0375,7381,10,2
sim6,977,0.008,0.016,0.008,0.0375,0.075,0.0375,4664,10,2
sim6,978,0.008,0.016,0.008,0.0375,0.075,0.0375,8302,10,2
sim6,979,0.008,0.016,0.008,0.0375,0.075,0.0375,8296,10,2
sim6,980,0.008,0.016,0.008,0.0375,0.075,0.0375,4417,10,2
sim6,981,0.008,0.016,0.008,0.0375,0.075,0.0375,3175,10,2
sim6,982,0.008,0.016,0.008,0.0375,0.075,0.0375,5532,10,2
sim6,983,0.008,0.016,0.008,0.0375,0.075,0.0375,6713,10,2
sim6,984,0.008,0.016,0.008,0.0375,0.075,0.0375,9956,10,2
sim6,985,0.008,0.016,0.008,0.0375,0.075,0.0375,4290,10,2
sim6,986,0.008,0.016,0.008,0.0375,0.075,0.0375,1405,10,2
sim6,987,0.008,0.016,0.008,0.0375,0.075,0.0375,6429,10,2
sim6,988,0.008,0.016,0.008,0.0375,0.075,0.0375,7168,10,2
sim6,989,0.008,0.016,0.008,0.0375,0.075,0.0375,9553,10,2
sim6,990,0.008,0.016,0.008,0.0375,0.075,0.0375,7391,10,2
sim7,991,0.008,0.016,0.008,0.05,0.1,0.05,4481,10,10
sim7,992,0.008,0.016,0.008,0.05,0.1,0.05,4321,10,10
sim7,993,0.008,0.016,0.008,0.05,0.1,0.05,7531,10,10
sim7,994,0.008,0.016,0.008,0.05,0.1,0.05,5189,10,10
sim7,995,0.008,0.016,0.008,0.05,0.1,0.05,2158,10,10
sim7,996,0.008,0.016,0.008,0.05,0.1,0.05,3083,10,10
sim7,997,0.008,0.016,0.008,0.05,0.1,0.05,1361,10,10
sim7,998,0.008,0.016,0.008,0.05,0.1,0.05,8384,10,10
sim7,999,0.008,0.016,0.008,0.05,0.1,0.05,6331,10,10
sim7,1000,0.008,0.016,0.008,0.05,0.1,0.05,1031,10,10
sim7,1001,0.008,0.016,0.008,0.05,0.1,0.05,1872,10,10
sim7,1002,0.008,0.016,0.008,0.05,0.1,0.05,3736,10,10
sim7,1003,0.008,0.016,0.008,0.05,0.1,0.05,3550,10,10
sim7,1004,0.008,0.016,0.008,0.05,0.1,0.05,9948,10,10
sim7,1005,0.008,0.016,0.008,0.05,0.1,0.05,3318,10,10
sim7,1006,0.008,0.016,0.008,0.05,0.1,0.05,7438,10,10
sim7,1007,0.008,0.016,0.008,0.05,0.1,0.05,8988,10,10
sim7,1008,0.008,0.016,0.008,0.05,0.1,0.05,6806,10,10
sim7,1009,0.008,0.016,0.008,0.05,0.1,0.05,8220,10,10
sim7,1010,0.008,0.016,0.008,0.05,0.1,0.05,5628,10,10
sim7,1011,0.008,0.016,0.008,0.05,0.1,0.05,837,10,10
sim7,1012,0.008,0.016,0.008,0.05,0.1,0.05,5297,10,10
sim7,1013,0.008,0.016,0.008,0.05,0.1,0.05,211,10,10
sim7,1014,0.008,0.016,0.008,0.05,0.1,0.05,4675,10,10
sim7,1015,0.008,0.016,0.008,0.05,0.1,0.05,8019,10,10
sim7,1016,0.008,0.016,0.008,0.05,0.1,0.05,1420,10,10
sim7,1017,0.008,0.016,0.008,0.05,0.1,0.05,6039,10,10
sim7,1018,0.008,0.016,0.008,0.05,0.1,0.05,3621,10,10
sim7,1019,0.008,0.016,0.008,0.05,0.1,0.05,3066,10,10
sim7,1020,0.008,0.016,0.008,0.05,0.1,0.05,8794,10,10
sim8,1021,0.008,0.016,0.008,0.05,0.1,0.05,2779,10,5
sim8,1022,0.008,0.016,0.008,0.05,0.1,0.05,6841,10,5
sim8,1023,0.008,0.016,0.008,0.05,0.1,0.05,8226,10,5
sim8,1024,0.008,0.016,0.008,0.05,0.1,0.05,2830,10,5
sim8,1025,0.008,0.016,0.008,0.05,0.1,0.05,7952,10,5
sim8,1026,0.008,0.016,0.008,0.05,0.1,0.05,6270,10,5
sim8,1027,0.008,0.016,0.008,0.05,0.1,0.05,6268,10,5
sim8,1028,0.008,0.016,0.008,0.05,0.1,0.05,4681,10,5
sim8,1029,0.008,0.016,0.008,0.05,0.1,0.05,3377,10,5
sim8,1030,0.008,0.016,0.008,0.05,0.1,0.05,2897,10,5
sim8,1031,0.008,0.016,0.008,0.05,0.1,0.05,4999,10,5
sim8,1032,0.008,0.016,0.008,0.05,0.1,0.05,2203,10,5
sim8,1033,0.008,0.016,0.008,0.05,0.1,0.05,4,10,5
sim8,1034,0.008,0.016,0.008,0.05,0.1,0.05,8294,10,5
sim8,1035,0.008,0.016,0.008,0.05,0.1,0.05,3688,10,5
sim8,1036,0.008,0.016,0.008,0.05,0.1,0.05,2091,10,5
sim8,1037,0.008,0.016,0.008,0.05,0.1,0.05,1320,10,5
sim8,1038,0.008,0.016,0.008,0.05,0.1,0.05,6042,10,5
sim8,1039,0.008,0.016,0.008,0.05,0.1,0.05,5072,10,5
sim8,1040,0.008,0.016,0.008,0.05,0.1,0.05,9741,10,5
sim8,1041,0.008,0.016,0.008,0.05,0.1,0.05,481,10,5
sim8,1042,0.008,0.016,0.008,0.05,0.1,0.05,8270,10,5
sim8,1043,0.008,0.016,0.008,0.05,0.1,0.05,6439,10,5
sim8,1044,0.008,0.016,0.008,0.05,0.1,0.05,9846,10,5
sim8,1045,0.008,0.016,0.008,0.05,0.1,0.05,6123,10,5
sim8,1046,0.008,0.016,0.008,0.05,0.1,0.05,5846,10,5
sim8,1047,0.008,0.016,0.008,0.05,0.1,0.05,2402,10,5
sim8,1048,0.008,0.016,0.008,0.05,0.1,0.05,8073,10,5
sim8,1049,0.008,0.016,0.008,0.05,0.1,0.05,9186,10,5
sim8,1050,0.008,0.016,0.008,0.05,0.1,0.05,8875,10,5
sim9,1051,0.008,0.016,0.008,0.05,0.1,0.05,1525,10,2
sim9,1052,0.008,0.016,0.008,0.05,0.1,0.05,9934,10,2
sim9,1053,0.008,0.016,0.008,0.05,0.1,0.05,6660,10,2
sim9,1054,0.008,0.016,0.008,0.05,0.1,0.05,4162,10,2
sim9,1055,0.008,0.016,0.008,0.05,0.1,0.05,5032,10,2
sim9,1056,0.008,0.016,0.008,0.05,0.1,0.05,5055,10,2
sim9,1057,0.008,0.016,0.008,0.05,0.1,0.05,7602,10,2
sim9,1058,0.008,0.016,0.008,0.05,0.1,0.05,2152,10,2
sim9,1059,0.008,0.016,0.008,0.05,0.1,0.05,8604,10,2
sim9,1060,0.008,0.016,0.008,0.05,0.1,0.05,9472,10,2
sim9,1061,0.008,0.016,0.008,0.05,0.1,0.05,6265,10,2
sim9,1062,0.008,0.016,0.008,0.05,0.1,0.05,3895,10,2
sim9,1063,0.008,0.016,0.008,0.05,0.1,0.05,5413,10,2
sim9,1064,0.008,0.016,0.008,0.05,0.1,0.05,1057,10,2
sim9,1065,0.008,0.016,0.008,0.05,0.1,0.05,2916,10,2
sim9,1066,0.008,0.016,0.008,0.05,0.1,0.05,4523,10,2
sim9,1067,0.008,0.016,0.008,0.05,0.1,0.05,2291,10,2
sim9,1068,0.008,0.016,0.008,0.05,0.1,0.05,4364,10,2
sim9,1069,0.008,0.016,0.008,0.05,0.1,0.05,7217,10,2
sim9,1070,0.008,0.016,0.008,0.05,0.1,0.05,8008,10,2
sim9,1071,0.008,0.016,0.008,0.05,0.1,0.05,4664,10,2
sim9,1072,0.008,0.016,0.008,0.05,0.1,0.05,2249,10,2
sim9,1073,0.008,0.016,0.008,0.05,0.1,0.05,4219,10,2
sim9,1074,0.008,0.016,0.008,0.05,0.1,0.05,9703,10,2
sim9,1075,0.008,0.016,0.008,0.05,0.1,0.05,4627,10,2
sim9,1076,0.008,0.016,0.008,0.05,0.1,0.05,8116,10,2
sim9,1077,0.008,0.016,0.008,0.05,0.1,0.05,79,10,2
sim9,1078,0.008,0.016,0.008,0.05,0.1,0.05,9238,10,2
sim9,1079,0.008,0.016,0.008,0.05,0.1,0.05,3145,10,2
sim9,1080,0.008,0.016,0.008,0.05,0.1,0.05,9054,10,2
